title,text,topics,places,summary,cleaned_summary
SUFFIELD FINANCIAL CORP &lt;SFCP> SELLS STOCK,"Suffield Financial Corp said  
Jon Googel and Benjamin Sisti of Colonial Realty, West
Hartford, Conn., purchased 175,900 shares of its stock for
3,416,624.
    The company said the purchase equals 5.2 pct of its
outstanding shares.
 Reuter
",[],['usa'],"Jon Googel and Benjamin Sisti of Colonial Realty, Hartford, Connecticut, purchased 175,900 shares of Suffield Financial Corp's stock for 3.416,624. The purchase equals 5.2% of the company's outstanding shares.","jon googel benjamin sisti colonial realty hartford connecticut purchased 175,900 share suffield financial corp 's stock 3.416,624 purchase equal 5.2 company 's outstanding share"
&lt;HIGH POINT FINANCIAL CORP> SETS OFFERING,"&lt;High Point Financial Corp>
said it filed a registration statement with the Securities and
Exchange Commission covering six mln dlrs principal amount of
redeemable subordinated debentures due March one and
cancellable mandatory stock purchase contracts requiring the
purchase of 6.66 mln dlrs in common no later than March one.
    It said the offering will be underwritten by Ryan, Beck and
Co, West Orange, N.J.
 Reuter
",[],['usa'],"High Point Financial Corp. filed a registration statement with the Securities and Exchange Commission covering six million dollars principal amount of subordinated debentures due March one and mandatory stock purchase contracts requiring the purchase of 6.66 million dollars in common no later than March one. The offering will be underwritten by Ryan, Beck and Co, West Orange, N.J.",high point financial corp filed registration statement security exchange commission covering six million dollar principal amount subordinated debenture due march one mandatory stock purchase contract requiring purchase 6.66 million dollar common later march one offering underwritten ryan beck co west orange n.j
CHINESE PORK OUTPUT SEEN LOWER -- USDA,"High feed prices will cause the
Chinese to reduce hog herd growth and pork production this
year, the U.S. Agriculture Department said.
    In its World Production and Trade Report, the department
said hog numbers at the start of 1987 were estimated at 331.6
mln head, up slightly from 1986, and 10 mln head above earlier
projections for 1987.
    Pork production in 1986 was up 4.2 pct to 17.25 mln tonnes,
slightly below earlier estimates, it said.
    For 1987, production is projected to fall to 17.05 mln
tonnes.
    Feed prices at the end of January were reported 35 to 40
pct above year-ago levels, the department said.
 Reuter
","['carcass', 'livestock']","['usa', 'china']","Hog numbers at the start of 1987 were estimated at 331.6 million head, up slightly from 1986. Pork production in 1986 was up 4.2 pct to 17.25 million tonnes, slightly below earlier estimates. Production for 1987 is projected to be 17.05 million tonnes. Feed prices at the end of January were 35 to 40 pct above year-ago levels.",hog number start 1987 estimated 331.6 million head slightly 1986 pork production 1986 wa 4.2 pct 17.25 million tonne slightly earlier estimate production 1987 projected 17.05 million tonne feed price end january 35 40 pct year-ago level
LANDMARK BANCSHARES &lt;LBC> TO BE LISTED ON NYSE,"Landmark Bancshares Corp said it
expects its stock to begin trading on March 26 on the New York
Stock Exchange.
    The company, whose stock has traded on the American Stock
Exchange since November 1984, said it will retain its symbol,
LBC, when trading begins on the Big Board.
 Reuter
",[],['usa'],"Landmark Bancshares Corp expects its stock to begin trading on March 26 on the New YorkStock Exchange. The company's stock has traded on the American Stock Exchange since November 1984. It will retain its symbol, LBC, when trading begins on the Big Board.",landmark bancshares corp expects stock begin trading march 26 new yorkstock exchange company 's stock ha traded american stock exchange since november 1984 retain symbol lbc trading begin big board
IVACO SEES MINIMAL FIRST QUARTER EARNINGS,"(Ivaco Inc) said price pressure on steel
products, particularly in the U.S., and the recent increase in
the value of the Canadian dollar is expected to result in
""minimal"" first quarter earnings.
    It said subsequent quarters should show substantial
improvement from first quarter levels but 1987 earnings will
not reach 1986 levels as long as those conditions continue.
     Ivaco earlier reported 1986 profit rose to 44.1 mln dlrs,
after a one mln dlr extraordinary gain, from 35.1 mln dlrs the
previous year. It said demand for the company's products are
continuing at high levels and sales are expected to show
further growth. Revenues last year rose to 1.94 billion dlrs
from 1.34 billion dlrs in 1985.       
 Reuter
",['earn'],['canada'],"Ivaco Inc. said the recent increase in the value of the Canadian dollar is expected to result in ""minimal"" first quarter earnings. It said subsequent quarters should show substantial improvement from first quarter levels, but 1987 earnings will not reach 1986 levels as long as conditions continue.",ivaco inc said recent increase value canadian dollar expected result minimal first quarter earnings said subsequent quarter show substantial improvement first quarter level 1987 earnings reach 1986 level long condition continue
U.S. GRAIN CARLOADINGS FALL IN WEEK,"U.S. grain carloadings totaled 26,108
cars in the week ended February 21, down 2.2 pct from the
previous week but 22.8 pct above the corresponding week a year
ago, the Association of American Railroads reported.
    Grain mill product loadings in the week totalled 11,382
cars, down 1.8 pct from the previous week but 7.6 pct above the
same week a year earlier, the association said.
 Reuter
",['grain'],['usa'],"U.S. grain carloadings totaled 26,108 cars in the week ended February 21, down 2.2 pct from the previous week but 22.8 pct above the corresponding week a year ago. Grain mill product loadings totalled 11,382 cars.","u.s grain carloadings totaled 26,108 car week ended february 21 2.2 pct previous week 22.8 pct corresponding week year ago grain mill product loading totalled 11,382 car"
HONG KONG FIRM UPS WRATHER&lt;WCO> STAKE TO 11 PCT,"Industrial Equity (Pacific) Ltd, a
Hong Kong investment firm, said it raised its stake in Wrather
Corp to 816,000 shares, or 11.3 pct of the total outstanding
common stock, from 453,300 shares, or 6.3 pct.
    In a filing with the Securities and Exchange Commission,
Industrial Equity, which is principally owned by Brierley
Investments Ltd, a publicly held New Zealand company, said it
bought 362,700 Wrather common shares between Feb 13 and 24 for
6.6 mln dlrs.
    When it first disclosed its stake in Wrather earlier this
month, it said it bought the stock for investment purposes.
 Reuter
",['acq'],['usa'],"Industrial Equity (Pacific) Ltd raised its stake in WratherCorp to 816,000 shares, or 11.3 pct of the total outstanding stock. Industrial Equity bought 362,700 Wrather common shares between Feb 13 and 24 for 6.6 million dollars.","industrial equity pacific ltd raised stake wrathercorp 816,000 share 11.3 pct total outstanding stock industrial equity bought 362,700 wrather common share feb 13 24 6.6 million dollar"
COLECO INDUSTRIES INC &lt;CLO> 4TH QTR,"Shr loss 6.48 DLS VS PROFIT 23 CTS
    Net loss 110.6 mln vs profit 4.1 mln
    Revs 74.0 mln vs 152.0 mln
    Year
    Shr loss 6.52 dlrs vs profit 3.87 dlrs
    net loss 111.2 mln vs profit 64.2 mln
    Revs 501.0 mln vs 776.0 mln
 Reuter
",['earn'],['usa'],Shr loss 6.48 DLS vs profit 3.87 dlrs. Net loss 110.6 mln vs profit 4.1 mln. Revs 74.0 mln vs 152.0mln. Year-on-year Revs 501.0 million vs 776.0 millions.,shr loss 6.48 dl v profit 3.87 dlrs net loss 110.6 mln v profit 4.1 mln rev 74.0 mln v 152.0mln year-on-year rev 501.0 million v 776.0 million
DIAMOND SHAMROCK (DIA) CUTS CRUDE PRICES,"Diamond Shamrock Corp said that
effective today it had cut its contract prices for crude oil by
1.50 dlrs a barrel.
    The reduction brings its posted price for West Texas
Intermediate to 16.00 dlrs a barrel, the copany said.
    ""The price reduction today was made in the light of falling
oil product prices and a weak crude oil market,"" a company
spokeswoman said.
    Diamond is the latest in a line of U.S. oil companies that
have cut its contract, or posted, prices over the last two days
citing weak oil markets.
 Reuter
",['crude'],['usa'],Diamond Shamrock Corp has cut its contract prices for crude oil by 1.50 dlrs a barrel effective today. The reduction brings its posted price for West Texas Intermediate to 16.00 dlRS a barrel. The company is the latest in a line of U.S. oil companies that have cut their contract prices over the last two days.,diamond shamrock corp ha cut contract price crude oil 1.50 dlrs barrel effective today reduction brings posted price west texas intermediate 16.00 dlrs barrel company latest line u.s oil company cut contract price last two day
LIEBERT CORP &lt;LIEB> APPROVES MERGER,"Liebert Corp said its shareholders
approved the merger of a wholly-owned subsidiary of Emerson
Electric Co &lt;EMR>.
    Under the terms of the merger, each Liebert shareholder
will receive .3322 shares of Emerson stock for each Liebert
share.
 Reuter
",['acq'],['usa'],"Liebert Corp's shareholders approved the merger of a wholly-owned subsidiary of Emerson Electric Co. with Liebert Corp. Under the terms of the merger, each Liebert shareholder will receive .3322 shares of Emerson stock for each share of Liebert. ",liebert corp 's shareholder approved merger wholly-owned subsidiary emerson electric co liebert corp term merger liebert shareholder receive 3322 share emerson stock share liebert
